iteration,theta_1,loss_a,loss_b,loss,L2-error,objective,objective-error,constraint-error,runtime
22500,1000.0,1.573822,1.0659586e-06,1.574355,0.15431382,1.5738311,0.0019319057,0.0018885481,221.2671492099762
22600,1000.0,1.57376,1.1146883e-06,1.5743173,0.15471295,1.5738235,0.0019271374,0.00050850736,222.2267551422119
22700,1000.0,1.5738037,1.0753033e-06,1.5743413,0.15505536,1.5737596,0.0018863678,0.0014025229,223.1991105079651
22800,1000.0,1.5738643,1.1112398e-06,1.57442,0.15558504,1.573832,0.001932621,0.0008881049,224.2371120452881
22900,1000.0,1.5737395,1.0703425e-06,1.5742747,0.15579829,1.5737269,0.0018656254,0.0011570576,225.24701166152954
23000,1000.0,1.573765,8.124578e-06,1.5778273,0.15881588,1.5738616,0.0019513369,0.0037581606,226.31714844703674
23100,1000.0,1.5737729,1.0694525e-06,1.5743077,0.15644833,1.5737584,0.0018856525,0.0009040901,227.26720714569092
23200,1000.0,1.573785,1.0670439e-06,1.5743185,0.1563737,1.5737813,0.0019001961,0.0006728908,228.27699375152588
23300,1000.0,1.5734613,2.8815284e-06,1.574902,0.15741296,1.5734563,0.001693368,0.0012319025,229.33681726455688
23400,1000.0,1.5735086,1.060544e-06,1.5740389,0.1569701,1.5735123,0.0017290115,0.0010323942,230.29013895988464
23500,1000.0,1.5730686,7.050325e-05,1.6083202,0.15261818,1.5731666,0.0015089512,0.008913422,231.4585645198822
23600,1000.0,1.5730803,1.0702797e-06,1.5736154,0.15748331,1.5731179,0.0014779568,0.0010976819,232.48702883720398
23700,1000.0,1.5731726,3.8251488e-05,1.5922983,0.15335055,1.5732001,0.0015302896,0.008142213,233.51709294319153
23800,1000.0,1.5731132,1.0702687e-06,1.5736483,0.15824726,1.5731822,0.0015188456,0.0005503446,234.48683142662048
23900,1000.0,1.573107,2.454011e-06,1.574334,0.1575013,1.5730743,0.001450181,0.0022637716,235.49696850776672
24000,1000.0,1.5731719,1.0678406e-06,1.5737058,0.15884717,1.5731199,0.0014791489,0.00088830764,236.47702717781067
24100,1000.0,1.5731105,3.3807355e-06,1.5748008,0.16001512,1.5729783,0.0013890266,0.00096798944,237.4469804763794
24200,1000.0,1.573014,1.0604354e-06,1.5735443,0.15936421,1.5729923,0.0013979673,0.00095368596,238.4469337463379
24300,1000.0,1.5730815,1.5320602e-06,1.5738475,0.15980305,1.573029,0.0014213324,0.0010304938,239.42693519592285
24400,1000.0,1.573117,1.0585328e-06,1.5736463,0.15971327,1.573106,0.0014704466,0.001105764,240.42199516296387
24500,1000.0,1.5730556,4.3781033e-06,1.5752447,0.16125563,1.5732181,0.0015417337,0.0029103826,241.41695261001587
24600,1000.0,1.573096,1.0608547e-06,1.5736265,0.1596323,1.5730671,0.0014455318,0.001306747,242.387113571167
24700,1000.0,1.5731753,1.539797e-06,1.5739452,0.16022786,1.5731694,0.0015107393,0.0011551894,243.3969931602478
24800,1000.0,1.5731833,1.062298e-06,1.5737145,0.16003476,1.5731354,0.0014890432,0.00081965595,244.38696360588074
24900,1000.0,1.5727596,1.133444e-06,1.5733263,0.15982872,1.572797,0.001273632,0.0012256673,245.36855030059814
25000,1000.0,1.5727216,1.0691031e-06,1.5732561,0.16065665,1.5727063,0.0012159348,0.0012638116,246.32694220542908
25100,1000.0,1.5725605,1.0793974e-06,1.5731002,0.1606598,1.572633,0.0011692047,0.0013350477,247.30720448493958
25200,1000.0,1.572843,1.0904432e-06,1.5733882,0.16085503,1.572837,0.0012991428,0.0017964764,248.28713464736938
25300,1000.0,1.5727983,1.0605726e-06,1.5733285,0.160822,1.5727795,0.0012625456,0.0018696819,249.337082862854
25400,1000.0,1.5727836,1.0708715e-06,1.5733191,0.16106285,1.572785,0.0012660027,0.0016561672,250.31201934814453
25500,1000.0,1.5727196,1.0606959e-06,1.5732499,0.16119471,1.572745,0.0012404919,0.0019150646,251.28709435462952
25600,1000.0,1.5730443,2.0812311e-05,1.5834504,0.16423878,1.5725023,0.0010859966,0.005983523,252.26678013801575
25700,1000.0,1.5727957,1.066469e-06,1.573329,0.16148219,1.5727515,0.0012446642,0.0016630065,253.2270438671112
25800,1000.0,1.5727637,3.9624556e-06,1.5747449,0.16112113,1.572859,0.0013130903,0.001953965,254.2369978427887
25900,1000.0,1.5728506,1.0587047e-06,1.57338,0.16166925,1.5728456,0.0013045073,0.0010775569,255.21986603736877
26000,1000.0,1.572933,1.0655461e-06,1.5734657,0.16216424,1.5729451,0.0013679266,0.0011683523,256.1969974040985
26100,1000.0,1.572926,1.0585437e-06,1.5734553,0.161921,1.5729135,0.0013477802,0.0011895627,257.20687341690063
26200,1000.0,1.5728147,9.1743495e-06,1.5774019,0.16108459,1.572918,0.0013507605,0.0019027771,258.2268569469452
26300,1000.0,1.5728065,1.0622346e-06,1.5733376,0.16205522,1.5728295,0.0012943745,0.0015953602,259.2784764766693
26400,1000.0,1.5730332,3.3234285e-06,1.5746949,0.16307683,1.5730131,0.0014111996,0.0020762305,260.2571129798889
26500,1000.0,1.573039,1.0643953e-06,1.5735712,0.16207457,1.5730792,0.0014532804,0.0010849766,261.22717666625977
26600,1000.0,1.5730435,1.3101145e-06,1.5736985,0.16227232,1.5730828,0.0014555454,0.0009564987,262.206964969635
26700,1000.0,1.57315,1.0599607e-06,1.57368,0.16211408,1.5731399,0.0014919043,0.00079808163,263.23697423934937
26800,1000.0,1.5730972,1.0789362e-06,1.5736367,0.16195224,1.5731205,0.0014796257,0.0013590547,264.3369493484497
26900,1000.0,1.5729148,1.051516e-06,1.5734406,0.16206655,1.5729676,0.0013822317,0.002017547,265.27707839012146
27000,1000.0,1.5730928,1.2086238e-06,1.5736971,0.16320929,1.573121,0.0014798641,0.0018130516,266.25702810287476
27100,1000.0,1.5730966,1.0668092e-06,1.5736301,0.16222902,1.5730797,0.0014536381,0.0015283466,267.2569396495819
27200,1000.0,1.5731246,2.9700445e-06,1.5746096,0.16149893,1.5731342,0.001488328,0.0025251547,268.2469825744629
27300,1000.0,1.5729375,1.0575395e-06,1.5734663,0.16221808,1.5729302,0.0013583899,0.0013861702,269.22693848609924
27400,1000.0,1.5730442,1.3077237e-06,1.573698,0.16290061,1.572891,0.0013334751,0.00041895706,270.2195670604706
27500,1000.0,1.5731314,1.0591773e-06,1.5736611,0.16241133,1.5731114,0.0014737844,0.0009963877,271.2030882835388
27600,1000.0,1.5731089,9.72971e-06,1.5779737,0.16176352,1.5731591,0.0015041828,0.0025605662,272.21701216697693
27700,1000.0,1.5730115,1.0506524e-06,1.5735369,0.1627299,1.5730026,0.0014045238,0.00068198517,273.2271218299866
27800,1000.0,1.5730374,1.0609381e-06,1.5735679,0.1627164,1.5730581,0.001439929,0.0013248537,274.2170169353485
27900,1000.0,1.5731722,1.438683e-06,1.5738915,0.16281027,1.5730879,0.0014588833,0.0020353405,275.1868245601654
28000,1000.0,1.572952,1.0482407e-06,1.5734762,0.1630633,1.5729204,0.001352191,0.00070226396,276.16707730293274
28100,1000.0,1.5730988,2.5648967e-06,1.5743812,0.16426785,1.5729818,0.0013912916,0.0016107362,277.16718912124634
28200,1000.0,1.5731746,1.0640938e-06,1.5737066,0.16305856,1.5732076,0.001535058,0.0012065639,278.15697264671326
28300,1000.0,1.573082,1.0591839e-06,1.5736116,0.16302009,1.5730305,0.001422286,0.001569791,279.1769449710846
28400,1000.0,1.5729789,1.057265e-06,1.5735074,0.16295657,1.5729898,0.0013964176,0.0021055648,280.1568021774292
28500,1000.0,1.5731286,1.8687789e-06,1.574063,0.16364941,1.573004,0.0014054775,0.0010667505,281.12684988975525
28600,1000.0,1.5730718,1.0603595e-06,1.573602,0.16306402,1.573001,0.0014035702,0.00083425007,282.09700989723206
28700,1000.0,1.5731169,1.176506e-06,1.5737052,0.16347224,1.5730066,0.0014071465,0.00082994526,283.0968072414398
28800,1000.0,1.5728905,1.0584985e-06,1.5734198,0.1636553,1.5728711,0.0013208389,0.0010135465,284.09697914123535
28900,1000.0,1.572825,1.1479883e-06,1.573399,0.16434932,1.5728928,0.0013346672,0.0009098771,285.0770356655121
29000,1000.0,1.572656,1.0586515e-06,1.5731853,0.16423011,1.5726587,0.0011855364,0.0011903963,286.0722029209137
29100,1000.0,1.572598,2.6106443e-06,1.5739033,0.16406627,1.5727133,0.0012203455,0.0012208262,287.0271339416504
29200,1000.0,1.572532,1.0566519e-06,1.5730604,0.16496024,1.5724995,0.0010842085,0.000624619,288.036936044693
29300,1000.0,1.5725347,1.4300889e-06,1.5732497,0.16485773,1.5725311,0.0011043549,0.0010557561,289.0169367790222
29400,1000.0,1.5725385,1.0566798e-06,1.5730668,0.16541372,1.5725582,0.0011216402,0.0010755223,290.0091645717621
29500,1000.0,1.572368,1.0859638e-06,1.572911,0.16553767,1.572438,0.0010451078,0.0008571796,291.01070976257324
29600,1000.0,1.5722346,1.0559861e-06,1.5727626,0.16587034,1.5722437,0.0009213686,0.0016267184,292.0468182563782
29700,1000.0,1.5722814,1.0548097e-06,1.5728087,0.16611966,1.5723,0.0009572506,0.0013238393,293.0770215988159
29800,1000.0,1.5722992,1.0597336e-06,1.5728291,0.16616993,1.5723046,0.0009602308,0.0016412416,294.1269783973694
29900,1000.0,1.5722555,1.0579023e-06,1.5727844,0.16648498,1.5722551,0.00092864037,0.0015454579,295.15682649612427
30000,1000.0,1.5721766,1.061017e-06,1.572707,0.16667236,1.5720931,0.00082552433,0.0019105208,296.13694643974304
30100,1000.0,1.5721121,1.0497362e-06,1.572637,0.16677256,1.5721881,0.00088608265,0.0013407975,297.1269483566284
30200,1000.0,1.5721406,1.0631311e-06,1.5726721,0.16676155,1.5721246,0.0008455515,0.0020314327,298.10692024230957
30300,1000.0,1.5719471,1.0594721e-06,1.5724769,0.16720475,1.5718373,0.00066268444,0.001986374,299.07695388793945
30400,1000.0,1.571694,3.7652794e-06,1.5735767,0.16611779,1.5720111,0.00077331066,0.0019475198,300.05171060562134
30500,1000.0,1.572083,1.0513489e-06,1.5726087,0.1672898,1.572052,0.0007994175,0.0019725095,301.0169560909271
30600,1000.0,1.5719333,1.3077725e-06,1.5725871,0.16765806,1.5719141,0.00071156025,0.0023980453,301.8667371273041
30700,1000.0,1.5718627,1.0497843e-06,1.5723876,0.16766654,1.5719163,0.00071299076,0.0021708931,302.67707920074463
30800,1000.0,1.5717379,1.0549185e-06,1.5722654,0.16757278,1.5717419,0.0006020069,0.0018084608,303.5167202949524
30900,1000.0,1.5720887,2.6245107e-05,1.5852113,0.17035438,1.5715783,0.000497818,0.006114741,304.34674191474915
31000,1000.0,1.5717776,1.0434289e-06,1.5722992,0.16760737,1.5717818,0.0006272793,0.002191832,305.1469740867615
31100,1000.0,1.5719118,1.169584e-06,1.5724967,0.16791932,1.5718884,0.0006952286,0.0021361622,305.956995010376
31200,1000.0,1.5716263,1.0528455e-06,1.5721527,0.16771014,1.5716015,0.00051259995,0.0014449959,306.7370443344116
31300,1000.0,1.5718434,1.0931509e-06,1.57239,0.16801791,1.5717463,0.0006047487,0.0011088824,307.5280749797821
31400,1000.0,1.5718601,3.3496815e-06,1.573535,0.16705844,1.5718975,0.0007009506,0.002352684,308.3069577217102
31500,1000.0,1.5718516,1.056672e-06,1.57238,0.1681312,1.5719004,0.000702858,0.001542044,309.10683250427246
31600,1000.0,1.5721571,3.3994809e-06,1.5738568,0.16897258,1.5719569,0.00073873997,0.0028514476,309.8769361972809
31700,1000.0,1.571953,1.0564627e-06,1.5724813,0.16818523,1.5719589,0.00074005127,0.0014239603,310.6570072174072
31800,1000.0,1.5720112,1.2430204e-06,1.5726328,0.16791908,1.5720302,0.00078547,0.0016833586,311.45673847198486
31900,1000.0,1.5720048,1.0446108e-06,1.572527,0.16812024,1.5719974,0.0007646084,0.0015431212,312.21701741218567
32000,1000.0,1.5721176,1.0497147e-06,1.5726424,0.16797289,1.5721232,0.000844717,0.0021348088,312.9669518470764
32100,1000.0,1.5720956,1.0508279e-06,1.572621,0.16817336,1.5721289,0.0008482933,0.0022871348,313.766713142395
32200,1000.0,1.5721561,2.459855e-06,1.573386,0.16812779,1.572087,0.00082170963,0.0020323931,314.5130879878998
32300,1000.0,1.5720978,1.0505082e-06,1.572623,0.16801213,1.5721072,0.000834465,0.0013759555,315.2471168041229
32400,1000.0,1.5721774,1.3533049e-06,1.572854,0.16844054,1.5721856,0.0008844137,0.002241475,316.0469717979431
32500,1000.0,1.5723087,1.055313e-06,1.5728363,0.16827278,1.5722988,0.00095641613,0.001114625,316.8420579433441
32600,1000.0,1.5723927,1.7326666e-06,1.573259,0.16882916,1.5722017,0.0008946657,0.0024093105,317.6469588279724
32700,1000.0,1.5722781,1.0497183e-06,1.572803,0.16842291,1.572288,0.0009496212,0.0013448047,318.42995524406433
32800,1000.0,1.5721614,3.4248446e-06,1.5738739,0.16789821,1.5722115,0.0009008646,0.0011757171,319.1670436859131
32900,1000.0,1.5722212,1.0483401e-06,1.5727453,0.16873357,1.5722268,0.00091063976,0.0010090226,319.9170002937317
33000,1000.0,1.5724984,1.416252e-05,1.5795797,0.17033185,1.5719978,0.0007648468,0.0031692728,320.65699195861816
33100,1000.0,1.5722948,1.0520534e-06,1.5728209,0.16886587,1.5723071,0.00096178055,0.0016864821,321.3959972858429
33200,1000.0,1.5722449,1.0492886e-06,1.5727695,0.16898641,1.5722258,0.0009100437,0.0017205502,322.1771013736725
33300,1000.0,1.5721872,2.750641e-06,1.5735625,0.16823883,1.5724965,0.0010823011,0.0013606511,322.93895149230957
33400,1000.0,1.5722572,1.047173e-06,1.5727807,0.16926938,1.5722522,0.000926733,0.00095761236,323.7160623073578
33500,1000.0,1.5722204,1.213126e-06,1.572827,0.16921909,1.5722462,0.0009230375,0.0006717634,324.4869272708893
33600,1000.0,1.5722129,1.0510456e-06,1.5727384,0.16942126,1.5722536,0.0009276867,0.0009720873,325.21798872947693
33700,1000.0,1.5721529,1.047441e-06,1.5726765,0.16952966,1.5721335,0.00085127354,0.0014377458,325.9499542713165
33800,1000.0,1.5725843,9.93559e-06,1.5775521,0.1711557,1.5721208,0.0008431673,0.00329094,326.71697902679443
33900,1000.0,1.5721666,1.060579e-06,1.5726968,0.1696444,1.5721736,0.0008767843,0.0011710934,327.5115501880646
34000,1000.0,1.572162,1.7758994e-06,1.57305,0.17009127,1.571996,0.0007636547,0.0015337482,328.3020942211151
34100,1000.0,1.5722317,1.0568424e-06,1.5727601,0.16983877,1.5722512,0.00092613697,0.0011759521,329.0867249965668
34200,1000.0,1.5721208,1.142591e-06,1.572692,0.17006816,1.5722011,0.0008943081,0.0015932965,329.8671202659607
34300,1000.0,1.5721464,1.0462513e-06,1.5726695,0.1698671,1.5721332,0.0008510351,0.0015728559,330.6470379829407
34400,1000.0,1.5722198,1.0484746e-06,1.5727441,0.16977946,1.5722606,0.00093221664,0.001170988,331.3968040943146
34500,1000.0,1.5723436,1.2439303e-06,1.5729655,0.16991621,1.5723549,0.0009921789,0.0018213664,332.18171310424805
34600,1000.0,1.5723293,1.0441382e-06,1.5728513,0.16968623,1.572348,0.0009877682,0.0016455317,332.9420063495636
34700,1000.0,1.572464,1.0494033e-06,1.5729887,0.1695452,1.5724312,0.0010408163,0.0012881646,333.66712951660156
34800,1000.0,1.5724304,1.0490177e-06,1.5729549,0.16943334,1.5724511,0.0010534525,0.0015209313,334.4267625808716
34900,1000.0,1.5723644,1.0478043e-06,1.5728884,0.16933243,1.5723623,0.0009969473,0.00094674097,335.202020406723
35000,1000.0,1.5722893,1.7414513e-06,1.57316,0.16976506,1.572344,0.0009852648,0.0016609599,335.9369502067566
35100,1000.0,1.5722678,1.0494628e-06,1.5727925,0.16949783,1.5722932,0.00095283985,0.002191202,336.7417826652527
35200,1000.0,1.5723337,1.2888343e-06,1.5729781,0.16972469,1.5722058,0.0008972883,0.0013716656,337.52677726745605
35300,1000.0,1.5723374,1.0435753e-06,1.5728592,0.16919819,1.5722617,0.0009328127,0.0013706569,338.26705169677734
35400,1000.0,1.5722741,2.1348596e-06,1.5733415,0.16986735,1.5723671,0.0009999275,0.0017977406,339.0297179222107
35500,1000.0,1.5722009,1.0447028e-06,1.5727233,0.16915984,1.5721526,0.0008634329,0.0010509976,339.81218814849854
35600,1000.0,1.5722468,1.053355e-06,1.5727735,0.16902421,1.5723324,0.0009778738,0.0013484122,340.55692768096924
35700,1000.0,1.5723763,1.3382123e-06,1.5730454,0.16969611,1.5722288,0.00091195107,0.0012349562,341.31207728385925
35800,1000.0,1.5722247,1.0589133e-06,1.5727541,0.1693094,1.5722286,0.00091171265,0.0012362093,342.0769157409668
35900,1000.0,1.5723877,1.8334136e-05,1.5815548,0.17162406,1.57192,0.00071537495,0.0034670692,342.83696818351746
36000,1000.0,1.5721954,1.0492104e-06,1.57272,0.16938078,1.5722159,0.0009037256,0.0009510996,343.6470801830292
36100,1000.0,1.5720779,1.052173e-06,1.572604,0.16929029,1.5720664,0.0008085966,0.0019206913,344.39212131500244
36200,1000.0,1.5720097,2.0994578e-06,1.5730594,0.1690834,1.5720223,0.0007804632,0.0023933328,345.20692920684814
36300,1000.0,1.572051,1.0708538e-06,1.5725864,0.16938487,1.5720686,0.0008099079,0.0015569266,345.98712944984436
36400,1000.0,1.5721083,1.0653971e-06,1.572641,0.16947457,1.572221,0.0009069443,0.0018600364,346.72693729400635
36500,1000.0,1.57188,1.3878234e-05,1.5788192,0.16847435,1.5720867,0.0008214712,0.003317712,347.43702125549316
36600,1000.0,1.5720252,1.0516216e-06,1.572551,0.16967596,1.5720448,0.00079476833,0.001830738,348.16696882247925
36700,1000.0,1.5716177,8.713035e-06,1.5759742,0.16814591,1.5722777,0.0009430647,0.0038949354,348.9069447517395
36800,1000.0,1.5719362,1.0516768e-06,1.5724621,0.17015187,1.5719348,0.0007247925,0.0012531881,349.61452198028564
36900,1000.0,1.5718311,1.0613238e-06,1.5723618,0.1703258,1.571805,0.00064206123,0.0007975353,350.3304371833801
37000,1000.0,1.5717963,1.0709418e-06,1.5723318,0.1704017,1.5718408,0.0006648302,0.000867189,351.1106517314911
37100,1000.0,1.5718002,1.4871149e-06,1.5725437,0.1710041,1.5717348,0.00059735775,0.0013639007,351.8769655227661
37200,1000.0,1.5717747,1.0509249e-06,1.5723002,0.17075622,1.5717839,0.0006287098,0.0017038898,352.677134513855
37300,1000.0,1.5720384,1.7336744e-05,1.5807068,0.1726731,1.5715421,0.0004748106,0.0034657246,353.4570255279541
37400,1000.0,1.5719475,1.0533709e-06,1.5724741,0.17086892,1.571886,0.00069367886,0.0012025358,354.20214653015137
37500,1000.0,1.5717528,6.351277e-06,1.5749284,0.16977037,1.5719732,0.0007492304,0.0028716486,354.9867877960205
37600,1000.0,1.5718572,1.0527883e-06,1.5723836,0.17088652,1.5718726,0.0006850958,0.0022678226,355.76215529441833
37700,1000.0,1.5717429,1.1292415e-06,1.5723075,0.17090483,1.5719359,0.0007253885,0.00096502766,356.5369644165039
37800,1000.0,1.5719305,1.0389855e-06,1.57245,0.17120036,1.5719336,0.000723958,0.0009810391,357.36198449134827
37900,1000.0,1.5719457,1.0653583e-06,1.5724783,0.17114544,1.571989,0.00075924397,0.0015491496,358.1269533634186
38000,1000.0,1.5719991,1.0501271e-06,1.5725242,0.17138027,1.57201,0.0007725954,0.0015405401,358.84696340560913
38100,1000.0,1.5720884,1.1295828e-06,1.5726532,0.17182565,1.5720294,0.0007849932,0.001473873,359.56714248657227
38200,1000.0,1.5720761,1.0475607e-06,1.5725999,0.17157918,1.5720477,0.0007966757,0.0012933782,360.2820477485657
38300,1000.0,1.5719006,1.0477125e-06,1.5724244,0.17165826,1.5719414,0.0007289648,0.00060528726,360.9869930744171
38400,1000.0,1.5717633,2.9583082e-06,1.5732424,0.1709311,1.5721382,0.00085425377,0.0016557893,361.6867558956146
38500,1000.0,1.5720246,1.0437125e-06,1.5725465,0.17185035,1.5719968,0.00076425076,0.0012749572,362.402081489563
38600,1000.0,1.5720788,3.5698995e-06,1.5738637,0.17107406,1.5721971,0.0008916855,0.001559127,363.1169800758362
38700,1000.0,1.5719913,1.0427207e-06,1.5725126,0.17204222,1.5720176,0.000777483,0.0010665399,363.89698123931885
38800,1000.0,1.5721592,2.5939942e-06,1.5734562,0.17231718,1.5720973,0.00082814693,0.0012922478,364.5969307422638
38900,1000.0,1.5720127,1.0485342e-06,1.572537,0.17208864,1.5720439,0.0007941723,0.0011494873,365.3469731807709
39000,1000.0,1.5719416,1.0861663e-06,1.5724847,0.17210145,1.5718977,0.00070118904,0.0014804279,366.06065917015076
39100,1000.0,1.5720263,1.0507438e-06,1.5725516,0.17245318,1.5720273,0.00078368187,0.0015627268,366.76218342781067
39200,1000.0,1.5720506,1.0514523e-06,1.5725763,0.17223385,1.5720519,0.0007992983,0.0018031013,367.45692133903503
39300,1000.0,1.5724432,1.9755033e-05,1.5823208,0.17429467,1.5718167,0.0006495714,0.0042708023,368.1471219062805
39400,1000.0,1.572139,1.0483083e-06,1.5726632,0.17222479,1.5721418,0.00085651875,0.001215884,368.84690737724304
39500,1000.0,1.5722309,1.1307139e-06,1.5727963,0.1724372,1.5722685,0.00093722343,0.0013078764,369.55704641342163
39600,1000.0,1.5722824,1.0413564e-06,1.5728031,0.17221856,1.5722872,0.00094914436,0.0011974243,370.2670910358429
39700,1000.0,1.572209,1.7160548e-06,1.5730671,0.17174128,1.5723048,0.00096035004,0.0018387373,370.9667954444885
39800,1000.0,1.5722855,1.0426916e-06,1.5728068,0.1721843,1.5722924,0.0009524822,0.0013196334,371.66671228408813
39900,1000.0,1.5721105,1.0838176e-06,1.5726525,0.1720524,1.5721883,0.00088608265,0.0017146887,372.348655462265
40000,1000.0,1.5720146,1.0498326e-06,1.5725394,0.1720977,1.5720348,0.00078845024,0.0017505442,373.04714584350586
40100,1000.0,1.5721085,1.058943e-06,1.572638,0.1723493,1.5721397,0.00085520744,0.00094079593,373.73304176330566
40200,1000.0,1.5719776,1.0343906e-06,1.5724949,0.17221248,1.572033,0.00078725815,0.0019115882,374.43194460868835
40300,1000.0,1.5722072,1.0476119e-06,1.572731,0.17221373,1.5722378,0.0009176731,0.0016948192,375.1214497089386
40400,1000.0,1.5724618,2.401996e-05,1.5844718,0.1747419,1.571802,0.0006402731,0.004883769,375.82694578170776
40500,1000.0,1.5721108,1.0479412e-06,1.5726347,0.17222343,1.5721178,0.00084125996,0.0011967565,376.52094888687134
40600,1000.0,1.5721495,1.0429196e-06,1.5726709,0.1720926,1.5721252,0.0008459091,0.0011239117,377.2269594669342
40700,1000.0,1.5720319,1.3440929e-06,1.572704,0.17176524,1.5721726,0.0008761883,0.0018699714,377.9270284175873
40800,1000.0,1.5721831,1.0369886e-06,1.5727016,0.17207074,1.572182,0.00088214874,0.00096607785,378.63697957992554
40900,1000.0,1.5718211,1.2175513e-05,1.5779089,0.1699781,1.5722632,0.0009338856,0.004475301,379.351113319397
41000,1000.0,1.5720135,1.0457787e-06,1.5725363,0.17204113,1.572019,0.00077831745,0.0019827397,380.0817301273346
41100,1000.0,1.571994,1.096932e-06,1.5725424,0.17186722,1.5720077,0.0007711649,0.0016644984,380.81706953048706
41200,1000.0,1.5719821,1.0552046e-06,1.5725098,0.17189649,1.5719676,0.0007456541,0.0011687049,381.54705834388733
41300,1000.0,1.5721653,1.165533e-06,1.5727481,0.17207725,1.572054,0.0008006096,0.0018485548,382.30705976486206
41400,1000.0,1.5722325,1.0401618e-06,1.5727526,0.17188816,1.5722015,0.0008945465,0.0014265379,383.0354473590851
41500,1000.0,1.5723004,1.0482831e-06,1.5728246,0.17177296,1.5723093,0.00096309185,0.0010788786,383.7419581413269
41600,1000.0,1.5720994,1.0461362e-06,1.5726225,0.17187658,1.5720975,0.00082838535,0.0015702323,384.42695593833923
41700,1000.0,1.5721563,1.1004827e-06,1.5727066,0.17179216,1.5721455,0.00085890293,0.0014389955,385.15848302841187
41800,1000.0,1.5722516,1.2518186e-06,1.5728775,0.17246024,1.5719588,0.00074005127,0.0011295158,385.89050698280334
41900,1000.0,1.5720993,1.0396762e-06,1.5726192,0.17222539,1.5720787,0.0008163452,0.0022148788,386.6270923614502
42000,1000.0,1.5722125,3.7707107e-06,1.5740979,0.17334172,1.5719136,0.0007112026,0.0023664725,387.3729064464569
42100,1000.0,1.5719537,1.044205e-06,1.5724758,0.1723071,1.5719696,0.0007469654,0.002257191,388.076931476593
42200,1000.0,1.5721195,5.2478467e-06,1.5747434,0.17092392,1.5723677,0.0010002851,0.003582014,388.80567145347595
42300,1000.0,1.5721831,1.0431511e-06,1.5727047,0.17226781,1.5722115,0.0009008646,0.0014072015,389.5078423023224
42400,1000.0,1.5722053,1.0444996e-06,1.5727276,0.17227533,1.5722314,0.00091362,0.0013841403,390.2169494628906
42500,1000.0,1.5722213,1.0469421e-06,1.5727447,0.17219317,1.5722008,0.0008940697,0.0014079437,390.937136888504
42600,1000.0,1.5722178,5.4296943e-06,1.5749327,0.17363828,1.5721242,0.0008453131,0.0031602848,391.7070300579071
42700,1000.0,1.572151,1.0415287e-06,1.5726717,0.17230463,1.5721972,0.0008918047,0.0017796892,392.46864914894104
42800,1000.0,1.572294,2.0689256e-06,1.5733285,0.17311758,1.5720941,0.0008261204,0.0021872013,393.1770827770233
42900,1000.0,1.5720563,1.0848408e-06,1.5725987,0.17232046,1.5720242,0.0007816553,0.0018275749,393.9467194080353
43000,1000.0,1.572115,1.0359689e-06,1.5726329,0.17229567,1.5721092,0.0008357763,0.0013015122,394.7070496082306
43100,1000.0,1.5723116,1.1270134e-06,1.5728751,0.1725614,1.5721709,0.0008749962,0.0018362371,395.4669580459595
43200,1000.0,1.5721738,1.1676158e-06,1.5727576,0.17222814,1.5722169,0.00090432167,0.0023398479,396.20718121528625
43300,1000.0,1.572326,1.0376934e-06,1.5728447,0.17243613,1.572347,0.0009871721,0.0020392807,396.9180061817169
43400,1000.0,1.5723122,2.6047114e-06,1.5736146,0.17224766,1.5723494,0.0009887218,0.0021878448,397.6571445465088
43500,1000.0,1.5722394,1.0455332e-06,1.5727621,0.17258133,1.5722332,0.0009146929,0.0016588843,398.4140224456787
43600,1000.0,1.5720733,1.0382736e-06,1.5725925,0.17289954,1.572123,0.0008445978,0.0011977126,399.13884949684143
43700,1000.0,1.5721588,1.0597649e-06,1.5726887,0.17267048,1.5721617,0.00086915493,0.0013367358,399.8870007991791
43800,1000.0,1.572358,1.0354033e-06,1.5728757,0.1727246,1.5723543,0.0009918213,0.0016113315,400.62712717056274
43900,1000.0,1.5724264,1.5684691e-06,1.5732107,0.17353293,1.5720739,0.000813365,0.0014825552,401.34284830093384
44000,1000.0,1.57228,1.0523373e-06,1.5728062,0.17269331,1.5722537,0.0009278059,0.0011426747,402.0909812450409
44100,1000.0,1.5721791,1.7973806e-06,1.5730778,0.17270389,1.572178,0.00087952614,0.0013918397,402.84044909477234
44200,1000.0,1.5721859,1.0430022e-06,1.5727074,0.1731104,1.5722013,0.0008944273,0.00034269562,403.566926240921
44300,1000.0,1.5721041,2.657473e-06,1.5734328,0.17237553,1.572434,0.0010424852,0.001825665,404.28907322883606
44400,1000.0,1.5723115,1.0522061e-06,1.5728376,0.17301601,1.5723184,0.0009689331,0.00095850957,405.0390555858612
44500,1000.0,1.5723978,1.0303146e-06,1.5729129,0.17308027,1.5724047,0.0010238886,0.0012711593,405.7467784881592
44600,1000.0,1.5722164,1.2921447e-06,1.5728625,0.17362893,1.5721372,0.0008536577,0.0012580644,406.4969906806946
44700,1000.0,1.5723131,1.0380635e-06,1.5728321,0.17326972,1.5723169,0.00096797943,0.00095658575,407.2269425392151
44800,1000.0,1.572278,1.0503545e-06,1.5728033,0.17325,1.5721903,0.00088739395,0.0003150034,407.95703887939453
